Lot NO,Melt No,Melt Denier,Melt g/den,Melt (%),Melt (gf),Melt Weight(g),Melt temp,Pack Press (psi),"1 G/R Speed
(mpm)","Batch
No.","Spool
No.",Coating Straight,"Coating
EP","Coating
USP","Coating
Knot security","Coating
Diameter","Coating
Tie-down",Fast 1W Avg,Fast 1W Min ,Fast 1W %,Moisture
TSSR12211V011,1,89.5,7.529,35.8,674,591,274,"1,280",465,1st,22,12.97,8.08,7.34,6.79,0.496,1.08,6.53,6.06,81%,51
,2,92.5,7.621,32.74,705,612,,,,2nd-1,30,,7.98,,6.85,0.495,,6.53,6.23,82%,30
,3,91.5,7.588,36.06,694,"1,353",274,"1,320",465,2nd-2,52,,7.97,,6.88,0.493,,6.28,6.08,79%,40
,4,90,7.705,32.67,694,"1,331",,,,3rd,78,,7.92,,7.24,0.497,,5.93,5.56,75%,86
,5,91.8,7.907,36.31,726,"1,048",274,"1,440",465,4th-1,100,,7.84,,7.13,0.485,,6.13,5.75,78%,
,6,90,7.759,32.53,698,"1,046",,,,4th-2,110,,8.3,,6.75,0.488,,5.78,5.25,70%,
,7,90,7.674,30.74,691,"1,332",274,"1,462",465,5th,120,,8.2,,6.93,0.486,,6.06,5.79,74%,
,8,91,7.888,32.34,718,"1,355",,,,,,,,,,,,,,,
,9,90,7.752,34.55,698,"1,324",274,"1,460",465,,,,,,,,,,,,
,10,91.2,8.019,32.3,731,"1,346",,,,,,,,,,,,,,,
,11,90.1,7.548,32.2,680,254,274.4,"1,487",465,,,,,,,,,,,,
,12,91,8.052,33.01,733,233,,,,,,,,,,,,,,,
,13,90,7.565,33.16,681,"1,326",274.4,"1,487",470,,,,,,,,,,,,
,14,90.5,8.446,30.45,764,"1,346",,,,,,,,,,,,,,,
,15,90,8.052,36.7,725,"1,328",274.8,"1,513",480,,,,,,,,,,,,
,16,91,7.897,33.87,719,"1,348",,,,,,,,,,,,,,,
,17,89.5,7.927,30.66,709,"1,321",274.3,"1,510",480,,,,,,,,,,,,
,18,90,7.757,31.64,699,"1,336",,,,,,,,,,,,,,,
,19,90,8.262,33.87,744,"1,323",275,"1,520",480,,,,,,,,,,,,
,20,90.5,7.956,34.82,720,"1,341",,,,,,,,,,,,,,,
,21,92,8.354,35.41,769,"1,149",275,"1,517",480,,,,,,,,,,,,
,22,90,7.617,35.41,686,"1,146",,,,,,,,,,,,,,,
,23,91.5,7.799,35.68,714,"1,351",275,"1,531",480,,,,,,,,,,,,
,24,90,8.504,33.32,765,"1,316",,,,,,,,,,,,,,,
,25,91.2,7.755,28.84,707,"1,350",274.9,"1,471",480,,,,,,,,,,,,
,26,90,8.057,31.45,725,"1,313",,,,,,,,,,,,,,,
TSSR12211V012,1,91,7.732,34.2,704,"1,358",274.3,"1,380",480,1st,14,13.27,8,6.81,6.85,0.482,0.84,5.64,5.23,71%,68
,2,89.5,8.451,34.8,756,"1,319",,,,2nd-1,36,,7.99,,6.85,0.483,,6.2,6.03,78%,51
,3,90.5,7.817,31.2,707,"1,352",274.6,"1,390",480,2nd-2,46,,7.86,,6.69,0.488,,5.91,5.64,75%,100
,4,90,7.816,34.72,703,"1,314",,,,3rd,78,,7.94,,6.99,0.48,,5.82,5.52,73%,120
,5,91.5,7.684,31.89,703,"1,352",274.3,"1,411",480,4th,110,,7.98,,6.68,0.488,,6.12,5.55,77%,
,6,90,8.067,29.93,726,"1,311",,,,5th,120,,8.28,,6.59,0.49,,6.45,6.26,78%,
,7,91,8.039,35.93,732,"1,350",274.7,"1,411",480,,,,,,,,,,,,
,8,90,7.717,33.6,695,"1,307",,,,,,,,,,,,,,,
,9,91,8.084,33.53,735,"1,353",274.5,"1,413",475,,,,,,,,,,,,
,10,90,7.879,34.09,709,"1,311",,,,,,,,,,,,,,,
,11,91.5,7.523,35.16,688,"1,352",274.5,"1,425",475,,,,,,,,,,,,
,12,90,7.976,34.27,717,"1,309",,,,,,,,,,,,,,,
,13,91,7.553,34.47,687,"1,358",274.5,"1,410",475,,,,,,,,,,,,
,14,90,7.828,34.36,704,"1,315",,,,,,,,,,,,,,,
,15,90.7,8.425,35.11,764,"1,356",274.5,"1,415",475,,,,,,,,,,,,
,16,90,7.807,32.55,702,"1,319",,,,,,,,,,,,,,,
,17,91.3,7.925,34.59,724,"1,356",274.5,"1,432",475,,,,,,,,,,,,
,18,90.1,7.756,33.24,699,"1,315",,,,,,,,,,,,,,,
,19,91,7.558,33.43,688,"1,353",274.5,"1,431",475,,,,,,,,,,,,
,20,89.8,7.668,33.41,688,"1,310",,,,,,,,,,,,,,,
,21,91.5,8.027,39.6,735,"1,356",274.5,"1,433",475,,,,,,,,,,,,
,22,90,8.192,33.95,737,"1,315",,,,,,,,,,,,,,,
TSSR12211V013,1,91,7.654,33.55,696,"1,321",271.9,"1,530",485,1st,10,13.44,8.06,7.46,6.7,0.487,0.95,6.35,6.04,79%,69
,2,89.5,7.7,33.57,689,"1,341",,,,2nd-1,34,,7.95,,6.57,0.483,,6.44,6.12,81%,115
,3,90,7.933,33.97,714,"1,321",272,"1,540",485,2nd-2,56,,7.89,,6.65,0.483,,6.63,6.13,84%,117
,4,90.5,7.762,33.96,702,"1,335",,,,3rd,82,,8.14,,6.57,0.494,,6.4,6.25,79%,
,5,90,7.738,35.63,696,"1,316",272,"1,556",485,4th,114,,7.79,,6.8,0.484,,5.82,5.45,75%,
,6,91.5,7.691,32.78,704,"1,337",,,,5thf,130,,7.96,,6.54,0.477,,6.37,6.15,80%,
,7,90,7.644,34.49,688,"1,312",272,"1,574",485,,,,,,,,,,,,
,8,90.7,7.91,33.32,717,"1,333",,,,,,,,,,,,,,,
,9,89.7,7.743,34.81,694,810,271.7,"1,614",485,,,,,,,,,,,,
,10,90.5,7.689,29.02,696,860,,,,,,,,,,,,,,,
,11,90,7.899,35.27,711,"1,314",272,"1,610",485,,,,,,,,,,,,
,12,91,7.698,32.69,701,"1,335",,,,,,,,,,,,,,,
,13,90,7.962,35.05,716,"1,322",272,"1,655",485,,,,,,,,,,,,
,14,91.2,7.655,33.23,699,"1,340",,,,,,,,,,,,,,,
,15,90,8.8,35.47,792,"1,319",272,"1,699",485,,,,,,,,,,,,
,16,91.1,7.751,32.93,706,"1,340",,,,,,,,,,,,,,,
,17,90,8.162,33.2,734,"1,323",272,"1,680",485,,,,,,,,,,,,
,18,91,7.567,31.68,689,"1,339",,,,,,,,,,,,,,,
,19,90,8.62,35.62,776,"1,322",272,"1,680",485,,,,,,,,,,,,
,20,90.2,8.611,35.31,776,"1,346",,,,,,,,,,,,,,,
,21,89.8,7.548,34.47,678,"1,325",272,"1,630",485,,,,,,,,,,,,
,22,90.8,7.73,33.11,702,"1,346",,,,,,,,,,,,,,,
,23,90.1,7.619,35.45,687,"1,321",271.9,"1,627",485,,,,,,,,,,,,
,24,91.5,8.044,34.47,736,"1,343",,,,,,,,,,,,,,,
TSSR12211V014,1,90,8.046,35.32,724,"1,297",272,"1,623",485,1st-1,6,13.32,8.21,7.26,6.74,0.493,1.08,6.64,6.27,81%,46
,2,91.2,7.979,32.11,728,967,,,,1st-2,14,,8.07,,7.02,0.487,,6.44,6.3,80%,20
,3,91.5,8.381,31.84,767,"1,329",273.9,"1,603",480,2nd,38,,8.33,,7.41,0.492,,6.27,6.13,75%,60
,4,90.5,7.903,31.26,715,"1,288",,,,3rd,62,,8.33,,7.12,0.49,,6.47,6.16,78%,79
,5,90.5,7.671,29.87,694,"1,355",274,"1,610",480,4th-1,92,,8.06,,6.8,0.482,,6.54,6.29,81%,
,6,90,7.706,34.47,694,"1,316",,,,4th-2,110,,8.08,,6.86,0.486,,6.37,6.2,79%,
,7,91,8.178,38.87,744,"1,362",274,"1,600",480,5th,124,,8.02,,6.71,0.483,,6.69,6.19,83%,
,8,90,7.795,27.93,702,"1,317",,,,,,,,,,,,,,,
,9,91.5,7.977,31.07,730,"1,368",274,"1,602",480,,,,,,,,,,,,
,10,90,8.73,32.93,786,"1,320",,,,,,,,,,,,,,,
,11,91,8.082,34.38,735,"1,365",274,"1,592",480,,,,,,,,,,,,
,12,90,7.73,34.28,696,"1,310",,,,,,,,,,,,,,,
,13,91.5,7.999,37.16,732,240,274,"1,598",480,,,,,,,,,,,,
,14,90,8.467,33.95,762,223,,,,,,,,,,,,,,,
,15,91,8.022,35.89,730,"1,357",274,"1,585",480,,,,,,,,,,,,
,16,89.5,7.621,32.64,682,"1,313",,,,,,,,,,,,,,,
,17,91.5,7.694,35.82,704,"1,363",274,"1,588",480,,,,,,,,,,,,
,18,90,8.067,30.24,726,"1,314",,,,,,,,,,,,,,,
,19,90,8.048,34.61,724,"1,367",274,"1,594",480,,,,,,,,,,,,
,20,89.5,7.93,32.3,710,"1,320",,,,,,,,,,,,,,,
,21,91.5,7.646,33.4,699,702,274,"1,600",480,,,,,,,,,,,,
,22,89.5,8.062,35.74,722,577,,,,,,,,,,,,,,,
,23,90.8,8.408,34.43,763,"1,360",274,"1,607",475,,,,,,,,,,,,
,24,89.5,8.336,33.07,746,"1,292",,,,,,,,,,,,,,,
,25,91.2,7.743,33.01,706,"1,009",274,"1,605",475,,,,,,,,,,,,
,26,90,7.623,35.68,686,927,,,,,,,,,,,,,,,
TSSR12211V015,1,91.5,7.707,34.34,705,"1,357",273.7,"1,611",480,1st,14,12.54,8.06,7.33,7.34,0.479,0.73,6.43,6.22,80%,42
,2,90,8.059,32.7,725,"1,316",,,,2nd,46,,8.24,,7.36,0.489,,5.58,5.11,68%,69
,3,91.5,7.672,35.64,702,"1,353",274,"1,616",480,3rd-1,56,,8.28,,6.85,0.483,,6.3,6.07,76%,84
,4,89.8,8.193,33.42,736,"1,314",,,,3rd-2,78,,7.99,,7.29,0.493,,6.05,5.87,76%,
,5,91,8.026,38.97,730,"1,313",273.7,"1,635",480,4th,111,,8.31,,6.93,0.498,,5.77,5.49,69%,
,6,90,7.516,33.07,676,"1,293",,,,5th,121,,7.93,,7.07,0.487,,6.33,5.91,80%,
,7,91,7.656,40.26,697,"1,333",267.6,"1,665",495,,,,,,,,,,,,
,8,90,7.509,38.26,676,"1,300",,,,,,,,,,,,,,,
,9,91,8.601,36.7,783,"1,351",267.7,"1,649",480,,,,,,,,,,,,
,10,90.5,8.108,34.73,734,"1,309",,,,,,,,,,,,,,,
,11,91,7.843,35.39,714,"1,352",267.8,"1,655",480,,,,,,,,,,,,
,12,89.8,7.9,34.8,709,"1,304",,,,,,,,,,,,,,,
,13,90.7,8.098,36.18,734,"1,348",268,"1,658",480,,,,,,,,,,,,
,14,90.2,7.876,34.97,711,"1,311",,,,,,,,,,,,,,,
,15,91,7.979,34.99,726,"1,350",268,"1,666",480,,,,,,,,,,,,
,16,90,7.993,34.78,719,"1,290",,,,,,,,,,,,,,,
,17,90.7,8.267,37.65,750,"1,351",267.7,"1,670",480,,,,,,,,,,,,
,18,89.8,7.677,33.57,689,"1,308",,,,,,,,,,,,,,,
,19,91.5,7.763,35.53,710,"1,346",267.7,"1,680",480,,,,,,,,,,,,
,20,90,8.544,30.43,769,"1,265",,,,,,,,,,,,,,,
,21,91.5,7.699,27.64,704,"1,338",267.7,"1,685",480,,,,,,,,,,,,
,22,90,7.603,31.45,684,"1,289",,,,,,,,,,,,,,,
TSSR12211V016,1,89.5,8.097,35.41,725,"1,133",270.4,"1,494",500,1st,22,13.34,8.38,7.76,7.01,0.482,0.85,6.53,6.16,78%,64
,2,89.5,7.698,35.1,689,"1,124",,,,2nd-1,32,,8.26,,6.49,0.485,,6.01,5.58,73%,81
,3,89.5,8.273,29.74,740,"1,131",270.2,"1,413",500,2nd-2,46,,8.46,,6.96,0.496,,6.3,6.18,74%,48
,4,89.5,8.193,33.55,733,"1,120",,,,3rd,86,,7.96,,6.66,0.481,,6.01,5.86,76%,
,5,91,7.551,35.18,687,220,270,"1,420",495,4th,118,,8.07,,6.98,0.486,,5.62,5.28,70%,
,6,90,7.747,33.95,697,270,,,,5th,127,,8.33,,7.47,0.483,,6.47,6.18,78%,
,7,90.2,7.62,39.57,687,"1,328",270.2,"1,556",500,,,,,,,,,,,,
,8,90.2,7.712,35.22,696,"1,316",,,,,,,,,,,,,,,
,9,90,7.649,33.42,688,"1,332",270.2,"1,573",495,,,,,,,,,,,,
,10,90,8.287,27.62,746,"1,315",,,,,,,,,,,,,,,
,11,91.5,8.433,36.32,772,"1,337",270.1,"1,580",495,,,,,,,,,,,,
,12,91,8.194,34.39,746,"1,316",,,,,,,,,,,,,,,
,13,92,7.839,32.95,721,"1,353",270.2,"1,595",485,,,,,,,,,,,,
,14,92,7.575,33.22,697,"1,328",,,,,,,,,,,,,,,
,15,91.5,7.545,31.97,691,"1,355",270.4,"1,619",485,,,,,,,,,,,,
,16,90,7.844,34.22,706,"1,332",,,,,,,,,,,,,,,
,17,91.5,7.661,28.32,701,"1,360",270.1,"1,613",485,,,,,,,,,,,,
,18,90.2,8.097,25.66,730,"1,334",,,,,,,,,,,,,,,
,19,91.8,7.769,31.1,713,"1,359",270.2,"1,618",485,,,,,,,,,,,,
,20,90,7.917,28.18,713,"1,331",,,,,,,,,,,,,,,
,21,92,7.596,35.4,699,"1,355",270.2,"1,602",485,,,,,,,,,,,,
,22,90.5,7.571,32.8,685,"1,320",,,,,,,,,,,,,,,
,23,91.5,7.74,35.38,708,"1,353",270,"1,621",485,,,,,,,,,,,,
,24,90.1,7.783,31.44,701,"1,307",,,,,,,,,,,,,,,
,25,91,7.821,35.83,712,742,270.7,"1,630",485,,,,,,,,,,,,
,26,90,7.916,33.3,712,721,,,,,,,,,,,,,,,
TSSR12211V017,1,91.7,7.812,35.93,717,"1,354",270.1,"1,633",485,1st-1,6,13.41,8.32,7.31,6.74,0.478,1.16,6.49,6.26,78%,52
,2,90,7.773,35.46,699,"1,319",,,,1st-2,22,,8.14,,6.61,0.487,,6.7,6.22,82%,20
,3,91.5,7.83,36.09,716,209,270,"1,638",490,2nd,46,,8.38,,6.28,0.49,,6.56,6.44,78%,51
,4,90,7.663,36.18,690,193,,,,3rd,70,,8.26,,6.57,0.489,,6.39,6.13,77%,39
,5,91.3,8.151,33.11,744,"1,354",270,"1,640",485,4th-1,96,,8.09,,6.97,0.486,,6.63,6.23,82%,
,6,90.2,7.937,34.33,716,"1,317",,,,4th-2,110,,8.48,,7.71,0.496,,6.31,6.15,74%,
,7,91.7,7.852,37.2,720,"1,354",270,"1,650",485,,,,,,,,,,,,
,8,90.5,8.151,35.74,737,"1,318",,,,,,,,,,,,,,,
,9,91.8,8.616,36.78,791,"1,362",270,"1,605",480,,,,,,,,,,,,
,10,90.2,7.577,32.22,684,"1,302",,,,,,,,,,,,,,,
,11,91,8.193,34.22,746,"1,356",270,"1,595",480,,,,,,,,,,,,
,12,90,8.136,33.49,732,"1,329",,,,,,,,,,,,,,,
,13,92,7.957,36.46,732,"1,357",270,"1,590",480,,,,,,,,,,,,
,14,90,7.819,34.33,704,"1,319",,,,,,,,,,,,,,,
,15,91.8,7.647,35.24,702,"1,367",270.1,"1,610",480,,,,,,,,,,,,
,16,90.3,7.848,26.82,709,"1,332",,,,,,,,,,,,,,,
,17,91.7,7.889,34.18,723,"1,363",270.1,"1,607",480,,,,,,,,,,,,
,18,90,7.918,36.41,712,"1,332",,,,,,,,,,,,,,,
,19,92,7.962,34.49,732,"1,362",270.3,"1,609",480,,,,,,,,,,,,
,20,90,8.148,32.93,733,"1,326",,,,,,,,,,,,,,,
,21,91,8.094,34.47,737,"1,360",270.3,"1,604",480,,,,,,,,,,,,
,22,90,7.861,29.28,707,"1,326",,,,,,,,,,,,,,,
,23,92,7.663,27.99,705,"1,359",270.3,"1,614",480,,,,,,,,,,,,
,24,90,7.71,26.97,694,"1,325",,,,,,,,,,,,,,,
TSSR12211V018,1,91.5,7.851,30.45,718,"1,355",270.4,"1,602",480,1st,10,13.46,8.22,7.43,6.71,0.476,1.13,6.19,6.02,75%,20
,2,90,7.876,27.8,709,"1,330",,,,2nd-1,20,,8.1,,6.76,0.479,,6.32,6.06,78%,20
,3,91.5,8.112,35.64,743,"1,358",270,"1,614",480,2nd-2,34,,8.36,,7.5,0.484,,6.24,6.04,75%,20
,4,90,8.256,35.32,743,"1,321",,,,3rd,58,,8.27,,6.27,0.475,,6.23,5.93,75%,
,5,91,8.283,34.61,754,"1,363",270.2,"1,611",480,4th,106,,8.01,,6.97,0.479,,5.65,5.1,71%,
,6,90,7.705,36.45,693,"1,321",,,,5th,116,,8.26,,7.7,0.484,,6.31,5.8,76%,
,7,92,7.642,34.24,703,"1,377",270.2,"1,516",450,,,,,,,,,,,,
,8,91,7.637,29.26,695,"1,340",,,,,,,,,,,,,,,
,9,92,8.382,36.12,771,"1,376",270.3,"1,504",450,,,,,,,,,,,,
,10,91.5,7.696,28.64,704,"1,345",,,,,,,,,,,,,,,
,11,91.5,7.999,38.65,732,"1,351",270.3,"1,493",450,,,,,,,,,,,,
,12,90,8.042,28.57,724,"1,321",,,,,,,,,,,,,,,
,13,91,7.953,32.1,724,"1,355",269.8,"1,484",450,,,,,,,,,,,,
,14,90.2,8.082,26.89,729,"1,323",,,,,,,,,,,,,,,
,15,91,8.061,32.93,734,"1,355",270,"1,482",450,,,,,,,,,,,,
,16,90,7.963,30.24,717,"1,323",,,,,,,,,,,,,,,
,17,92,7.647,33.13,704,"1,357",270.1,"1,477",450,,,,,,,,,,,,
,18,90,7.733,35,696,"1,324",,,,,,,,,,,,,,,
,19,92,8.331,33.55,766,"1,347",270.1,"1,473",450,,,,,,,,,,,,
,20,90,8.168,30.57,735,"1,317",,,,,,,,,,,,,,,
,21,91,7.532,31.26,685,"1,349",270,"1,475",450,,,,,,,,,,,,
,22,89.7,7.948,30.61,713,"1,322",,,,,,,,,,,,,,,
TSSR12211V019,1,90.5,8.186,30.21,741,"1,351",270.1,"1,474",450,1st-1,4,14,7.8,7.55,7.1,0.486,1.14,6.52,6.31,84%,30
,2,90,8.035,30.62,723,"1,318",,,,1st-2,14,,8.17,,7.5,0.491,,6.22,5.88,76%,40
,3,91,8.054,32.29,733,"1,313",270.1,"1,464",450,2nd,46,,8.37,,7.62,0.481,,5.79,5.21,69%,37
,4,90,7.673,33.99,691,"1,086",,,,3rd,60,,8.26,,7.37,0.477,,6.55,6.11,79%,24
,5,90.5,8.105,34.16,734,"1,345",269.8,"1,455",460,4th-1,94,,8.33,,7.34,0.479,,6.44,6.23,77%,
,6,90,8.1,32.63,729,"1,312",,,,4th-2,109,,7.87,,6.63,0.48,,6.44,6.29,82%,
,7,91.2,7.957,33.42,726,"1,337",270,"1,452",460,5th,121,,8.51,,6.84,0.485,,6.52,6.25,77%,
,8,90,8.163,32.8,734,"1,287",,,,,,,,,,,,,,,
,9,91,7.956,33.07,724,"1,346",270,"1,472",460,,,,,,,,,,,,
,10,90,8.439,33.42,760,"1,315",,,,,,,,,,,,,,,
,11,91,7.855,33.3,715,"1,349",269.9,"1,459",460,,,,,,,,,,,,
,12,90.3,8.095,30.49,731,"1,318",,,,,,,,,,,,,,,
,13,91.5,7.627,28.68,698,"1,352",270,"1,455",460,,,,,,,,,,,,
,14,90.2,7.62,33.32,687,"1,318",,,,,,,,,,,,,,,
,15,91.3,7.652,33.87,699,"1,352",270,"1,437",460,,,,,,,,,,,,
,16,90,7.97,29.3,717,"1,318",,,,,,,,,,,,,,,
,17,91,7.815,30.72,711,"1,346",270.1,"1,432",460,,,,,,,,,,,,
,18,89.5,7.563,34.26,677,"1,315",,,,,,,,,,,,,,,
,19,91.5,7.561,35.68,692,"1,353",270,"1,419",460,,,,,,,,,,,,
,20,90,7.801,34.18,702,"1,321",,,,,,,,,,,,,,,
,21,91,7.882,26.89,717,"1,353",270.1,"1,406",460,,,,,,,,,,,,
,22,90,8.279,32.8,745,"1,319",,,,,,,,,,,,,,,
TSSR12211V020,1,89.7,7.507,33.61,673,"1,310",273.6,"1,840",480,1st,6,13.4,8.06,7.57,7.26,0.482,0.89,6.04,5.86,75%,96
,2,89.7,7.807,32.16,700,"1,312",,,,2nd-1,16,,8.48,,7.08,0.485,,6.49,6.33,77%,173
,3,91.3,7.743,34.34,707,"1,332",273.8,"1,860",480,2nd-2,38,,8.35,,7.24,0.489,,6.37,6.02,76%,137
,4,90,8.011,29.28,721,"1,328",,,,3rd-1,70,,8.43,,7.89,0.497,,6.38,5.96,76%,
,5,91.4,7.71,39.89,705,"1,348",273.8,"1,865",485,3rd-2,76,,8.22,,7.09,0.484,,6.58,6.41,80%,
,6,90.4,8.641,34.95,781,"1,334",,,,4th,102,,8.27,,7.59,0.486,,6.8,6.66,82%,
,7,90,8.092,35.95,728,"1,334",273.9,"1,872",485,5th,116,,8.5,,7.18,0.493,,6.8,6.48,80%,
,8,91.5,7.898,38.03,723,"1,359",,,,,,,,,,,,,,,
,9,92,7.608,38.76,700,"1,362",273.6,"1,874",485,,,,,,,,,,,,
,10,90.6,7.726,34.99,700,"1,340",,,,,,,,,,,,,,,
,11,91.5,8.024,26.37,734,"1,363",273.8,"1,957",485,,,,,,,,,,,,
,12,90.8,7.647,27.51,694,"1,345",,,,,,,,,,,,,,,
,13,91,7.761,32.72,706,"1,369",273.9,"1,960",470,,,,,,,,,,,,
,14,90,7.679,30.41,691,"1,344",,,,,,,,,,,,,,,
,15,91.8,8.083,33.76,742,"1,369",273.9,"1,965",470,,,,,,,,,,,,
,16,91,8.014,32.35,729,"1,341",,,,,,,,,,,,,,,
,17,91.5,7.801,32.32,714,"1,367",273.7,"1,971",470,,,,,,,,,,,,
,18,91,7.786,30.24,708,"1,343",,,,,,,,,,,,,,,
,19,92,7.857,31.05,723,"1,373",273.7,"1,985",470,,,,,,,,,,,,
,20,90.5,7.718,31.28,698,"1,349",,,,,,,,,,,,,,,
,21,92,7.759,27.39,714,"1,367",273.7,"1,990",470,,,,,,,,,,,,
,22,90.5,8.297,29.91,751,"1,342",,,,,,,,,,,,,,,
TSSR12211V021,1,91.5,8.11,31.05,742,"1,370",273.6,"1,986",475,1st,14,13.18,8.07,7.8,7.18,0.497,1.02,6.68,6.13,83%,109
,2,90.7,7.826,31.14,710,"1,343",,,,2nd-1,46,,7.91,,7.24,0.487,,6.19,5.91,78%,93
,3,92,8.419,33.43,775,981,273.4,"1,983",475,2nd-2,52,,7.95,,6.55,0.49,,6,5.68,75%,112
,4,91.5,8.004,32.13,732,961,,,,3rd,78,,8.29,,7.24,0.497,,5.99,5.64,72%,87
,5,92,7.895,31.28,726,241,273.4,"1,986",475,4th-1,94,,7.97,,7.36,0.482,,6.53,6.27,82%,
,6,91,7.528,29.28,685,262,,,,4th-2,110,,7.84,,7.16,0.491,,6.56,6.3,84%,
,7,91.6,8.111,34.37,743,"1,362",273,"1,983",495,5th,120,,7.8,,7.03,0.48,,6.34,6.13,81%,
,8,90.4,7.718,37.74,698,"1,335",,,,,,,,,,,,,,,
,9,91.5,7.587,36.76,694,"1,344",273.8,"1,970",495,,,,,,,,,,,,
,10,90,7.628,35.01,686,"1,318",,,,,,,,,,,,,,,
,11,92,7.505,32.38,690,"1,364",273.8,"1,970",495,,,,,,,,,,,,
,12,90.5,7.578,35.43,686,"1,324",,,,,,,,,,,,,,,
,13,90.5,7.57,38.89,685,989,274,"1,980",495,,,,,,,,,,,,
,14,92,7.545,34.41,694,"1,037",,,,,,,,,,,,,,,
,15,91.9,7.602,33.18,699,"1,358",274,"1,980",495,,,,,,,,,,,,
,16,90,7.723,36.3,695,"1,325",,,,,,,,,,,,,,,
,17,92,7.645,33.97,703,"1,358",274,"1,970",495,,,,,,,,,,,,
,18,90.5,8.211,38.96,743,"1,329",,,,,,,,,,,,,,,
,19,92,7.67,36.34,706,"1,360",274,"1,975",495,,,,,,,,,,,,
,20,91,7.835,33.18,713,"1,348",,,,,,,,,,,,,,,
,21,90.1,7.734,35.22,697,"1,348",275,"1,983",490,,,,,,,,,,,,
,22,91.5,7.562,35.98,692,"1,309",,,,,,,,,,,,,,,
,23,91.3,8.366,35.62,763,"1,357",275,"1,980",495,,,,,,,,,,,,
,24,90.8,7.708,33.95,700,"1,325",,,,,,,,,,,,,,,
,25,90,7.791,34.8,701,665,275,"1,955",495,,,,,,,,,,,,
,26,91.5,7.662,37.82,696,683,,,,,,,,,,,,,,,
TSSR12211V022,1,91.5,7.859,34.14,719,"1,358",274.8,"1,890",480,1st-1,11,13.38,8.17,7.63,7.21,0.497,0.87,6.44,6.12,79%,47
,2,90.2,7.876,32.26,710,"1,327",,,,1st-2,25,,7.9,,7.47,0.488,,6.43,6.15,81%,39
,3,92,7.529,33.18,693,"1,374",274.9,"1,880",480,2nd,35,,8.27,,6.95,0.487,,6.37,6.1,77%,63
,4,90.8,7.854,37.7,713,"1,320",,,,3rd-1,69,,8.09,,7.31,0.494,,6,5.57,74%,
,5,91,7.698,34.3,700,"1,340",274.9,"1,888",480,3rd-2,73,,8.41,,6.87,0.487,,6.33,5.97,75%,
,6,90.5,7.849,37.82,710,"1,369",,,,4th-1,115,,7.8,,6.72,0.499,,5.86,5.15,75%,
,7,91.5,7.594,35.37,695,"1,376",274.9,"1,887",480,4th-2,121,,7.71,,6.87,0.493,,6.14,6.01,80%,
,8,90.5,7.948,35.26,719,"1,348",,,,5th,127,,7.99,,6.85,0.495,,6.38,6.22,80%,
,9,91.5,7.765,27.12,711,"1,370",274.9,"1,890",480,,,,,,,,,,,,
,10,90.5,7.834,28.7,709,"1,335",,,,,,,,,,,,,,,
,11,91.5,7.734,31.76,708,"1,375",274.8,"1,880",470,,,,,,,,,,,,
,12,91,7.677,29.59,699,"1,333",,,,,,,,,,,,,,,
,13,91.8,7.657,30.53,701,"1,368",274.8,"1,883",470,,,,,,,,,,,,
,14,90.8,8.268,32.49,751,"1,338",,,,,,,,,,,,,,,
,15,91.5,7.953,35.6,728,"1,360",274.8,"1,880",470,,,,,,,,,,,,
,16,90.5,8.063,31.89,730,"1,331",,,,,,,,,,,,,,,
,17,91.4,8.352,31.78,763,"1,365",274.9,"1,887",470,,,,,,,,,,,,
,18,90.8,7.82,32.8,710,"1,335",,,,,,,,,,,,,,,
,19,91.5,8.112,33.43,742,"1,363",274.8,"1,890",470,,,,,,,,,,,,
,20,90,7.849,32.91,706,"1,333",,,,,,,,,,,,,,,
,21,91.4,8.068,31.26,737,"1,363",274.8,"1,892",470,,,,,,,,,,,,
,22,90.8,7.881,29.28,716,"1,332",,,,,,,,,,,,,,,
,23,91.5,8.425,32.49,771,"1,360",274.8,"1,895",470,,,,,,,,,,,,
,24,90,8.487,35.01,764,"1,332",,,,,,,,,,,,,,,
,25,91.5,8.297,36.16,759,407,274.8,"1,900",470,,,,,,,,,,,,
,26,90,7.838,27.85,705,399,,,,,,,,,,,,,,,
TSSR12212V001,1,90.4,8.597,26.73,777,"1,330",270,"1,190",440,1st,10,13.16,7.85,7,6.9,0.485,1.08,5.22,4.88,66%,71
,2,91.5,8.252,28.83,735,"1,341",,,,2nd-1,24,,7.85,,6.34,0.48,,5.89,5.63,75%,108
,3,91.5,,,,"1,354",270,"1,235",445,2nd-2,42,,7.98,,7.05,0.497,,5.84,5.55,73%,75
,4,89.5,,,,"1,314",,,,3rd-1,74,,8.25,,6.62,0.484,,5.83,5.68,71%,
,5,91.5,7.878,32.86,720,"1,347",270,"1,255",455,3rd-2,80,,8.02,,6.89,0.483,,5.9,5.71,74%,
,6,90,8.033,32.22,727,"1,304",,,,4th,98,,7.76,,7.12,0.486,,5.68,5.47,73%,
,7,91.5,,,,"1,340",270.3,"1,277",455,5th,102,,8.27,,6.77,0.486,,6.28,6.02,76%,
,8,90,,,,"1,306",,,,,,,,,,,,,,,
,9,91.5,,,,"1,350",270.5,"1,294",455,,,,,,,,,,,,
,10,90.5,,,,"1,309",,,,,,,,,,,,,,,
